Excell_order,remark,accession_L,segment_L,accession_S,segment_S,IV_passages,host,country,admin1,location,latitude-old,longitude-old,latitude,longitude,is_same,precision,source,reference,comment_1,comment_2,duplicate_excluded,non_suitable_strain_excluded,kept_in_L_aln,kept_in_S_aln
97,,,,KP339089,KP339089|936|Mastomys natalensis|Guinea|2004-5-22,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
98,,,,KP339090,KP339090|939|Mastomys natalensis|Guinea|2004-5-22,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
99,,,,KP339091,KP339091|959|Mastomys natalensis|Guinea|2004-5-22,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
100,,,,KP339092,KP339092|966|Mastomys natalensis|Guinea|2004-5-22,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
101,,,,KP339093,KP339093|987|Mastomys natalensis|Guinea|2004-5-23,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
102,,,,KP339094,KP339094|991|Mastomys natalensis|Guinea|2004-5-23,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
103,,,,KP339095,KP339095|1007|Mastomys natalensis|Guinea|2004-5-29,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
104,,,,KP339096,KP339096|1008|Mastomys natalensis|Guinea|2004-5-29,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
105,,,,KP339097,KP339097|1010|Mastomys natalensis|Guinea|2004-5-29,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
106,,,,KP339098,KP339098|1011|Mastomys natalensis|Guinea|2004-5-29,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
107,,,,KP339099,KP339099|1033|Mastomys natalensis|Guinea|2004-5-30,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
108,,,,KP339100,KP339100|1034|Mastomys natalensis|Guinea|2004-5-30,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
109,,,,KP339101,KP339101|1066|Mastomys natalensis|Guinea|2004-5-30,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
110,,,,KP339102,KP339102|1074|Mastomys natalensis|Guinea|2004-5-31,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
111,,,,KP339103,KP339103|1198|Mastomys natalensis|Guinea|2004-10-4,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
112,,,,KP339104,KP339104|1207|Mastomys natalensis|Guinea|2004-10-5,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
113,,,,KP339105,KP339105|1210|Mastomys natalensis|Guinea|2004-10-5,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
114,,,,KP339106,KP339106|1240|Mastomys natalensis|Guinea|2004-10-6,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
115,,,,KP339107,KP339107|1241|Mastomys natalensis|Guinea|2004-10-6,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
116,,,,KP339108,KP339108|1242|Mastomys natalensis|Guinea|2004-10-6,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
117,,,,KP339109,KP339109|1259|Mastomys natalensis|Guinea|2004-10-6,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
118,,,,KP339110,KP339110|1276|Mastomys natalensis|Guinea|2004-10-10,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
119,,,,KP339111,KP339111|1310|Mastomys natalensis|Guinea|2004-10-11,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
120,,,,KP339112,KP339112|1484|Mastomys natalensis|Guinea|2005-1-25,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
121,,,,KP339113,KP339113|1520|Mastomys natalensis|Guinea|2005-1-26,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
122,,,,KP339114,KP339114|1549|Mastomys natalensis|Guinea|2005-1-27,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
123,,,,KP339115,KP339115|1586|Mastomys natalensis|Guinea|2005-1-29,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
124,,,,KP339116,KP339116|1591|Mastomys natalensis|Guinea|2005-1-29,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
125,,,,KP339117,KP339117|1605|Mastomys natalensis|Guinea|2005-1-30,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
126,,,,KP339118,KP339118|1606|Mastomys natalensis|Guinea|2005-1-30,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
127,,,,KP339119,KP339119|1645|Mastomys natalensis|Guinea|2005-1-31,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
128,,,,KP339120,KP339120|1747|Mastomys natalensis|Guinea|2011-10-18,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
129,,,,KP339121,KP339121|1755|Mastomys natalensis|Guinea|2011-10-19,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
130,,,,KP339122,KP339122|1770|Mastomys natalensis|Guinea|2011-10-19,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
131,,,,KP339123,KP339123|1786|Mastomys natalensis|Guinea|2011-10-20,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
132,,,,KP339124,KP339124|1824|Mastomys natalensis|Guinea|2011-10-21,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
133,,,,KP339125,KP339125|1826|Mastomys natalensis|Guinea|2011-10-21,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
134,,,,KP339126,KP339126|1840|Mastomys natalensis|Guinea|2011-10-21,0,Mastomys_natalensis,GIN,Faranah,Bantou,,,10.059767,-10.58615,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
135,,,,KP339127,KP339127|1858|Mastomys natalensis|Guinea|2011-10-23,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
136,,,,KP339128,KP339128|1873|Mastomys natalensis|Guinea|2011-10-23,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
137,,,,KP339129,KP339129|1878|Mastomys natalensis|Guinea|2011-10-23,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
138,,,,KP339130,KP339130|1892|Mastomys natalensis|Guinea|2011-10-24,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
139,,,,KP339131,KP339131|1918|Mastomys natalensis|Guinea|2011-10-25,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
140,,,,KP339132,KP339132|1925|Mastomys natalensis|Guinea|2011-10-25,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
141,,,,KP339133,KP339133|1946|Mastomys natalensis|Guinea|2011-10-25,0,Mastomys_natalensis,GIN,Faranah,Tanganya,,,10.0004,-10.972783,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
142,,,,KT833175,KT833175|Sok07|GIN|Guinea|2013-11-8,0,Mastomys_natalensis,GIN,Faranah,Sokourala,,,10.0567833,-10.6658333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
143,,,,KT833176,KT833176|Sok10|GIN|Guinea|2013-11-8,0,Mastomys_natalensis,GIN,Faranah,Sokourala,,,10.0567833,-10.6658333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
144,,,,KT833177,KT833177|Sok18|GIN|Guinea|2013-11-9,0,Mastomys_natalensis,GIN,Faranah,Sokourala,,,10.0567833,-10.6658333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
145,,,,KT833178,KT833178|Sok21|GIN|Guinea|2013-11-9,0,Mastomys_natalensis,GIN,Faranah,Sokourala,,,10.0567833,-10.6658333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
146,,,,KT833179,KT833179|Sok22|GIN|Guinea|2013-11-9,0,Mastomys_natalensis,GIN,Faranah,Sokourala,,,10.0567833,-10.6658333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
147,,,,KT833180,KT833180|Sok32|GIN|Guinea|2013-11-10,0,Mastomys_natalensis,GIN,Faranah,Sokourala,,,10.0567833,-10.6658333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
148,,,,KT833181,KT833181|Sok34|GIN|Guinea|2013-11-10,0,Mastomys_natalensis,GIN,Faranah,Sokourala,,,10.0567833,-10.6658333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
149,,,,KT833182,KT833182|Dam03|GIN|Guinea|2013-11-15,0,Mastomys_natalensis,GIN,Faranah,Damania,,,9.806833,-10.863267,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
150,,,,KT833183,KT833183|Dam05|GIN|Guinea|2013-11-15,0,Mastomys_natalensis,GIN,Faranah,Damania,,,9.806833,-10.863267,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
151,,,,KT833184,KT833184|Dam15|GIN|Guinea|2013-11-15,0,Mastomys_natalensis,GIN,Faranah,Damania,,,9.806833,-10.863267,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
152,,,,KT833185,KT833185|Dam20|GIN|Guinea|2013-11-16,0,Mastomys_natalensis,GIN,Faranah,Damania,,,9.806833,-10.863267,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
153,,,,KT833186,KT833186|Dam38|GIN|Guinea|2013-11-16,0,Mastomys_natalensis,GIN,Faranah,Damania,,,9.806833,-10.863267,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
154,,,,KT833187,KT833187|Dam49|GIN|Guinea|2013-11-17,0,Mastomys_natalensis,GIN,Faranah,Damania,,,9.806833,-10.863267,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
155,,,,KT833188,KT833188|Yar14|GIN|Guinea|2013-11-20,0,Mastomys_natalensis,GIN,Faranah,Yarawalia,,,9.95445,-10.7318833,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
156,,,,KT833189,KT833189|Yar20|GIN|Guinea|2013-11-20,0,Mastomys_natalensis,GIN,Faranah,Yarawalia,,,9.95445,-10.7318833,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
157,,,,KT833190,KT833190|Yar24|GIN|Guinea|2013-11-21,0,Mastomys_natalensis,GIN,Faranah,Yarawalia,,,9.95445,-10.7318833,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
158,,,,KT833191,KT833191|Yar36|GIN|Guinea|2013-11-21,0,Mastomys_natalensis,GIN,Faranah,Yarawalia,,,9.95445,-10.7318833,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
159,,,,KT833192,KT833192|Yar46|GIN|Guinea|2013-11-21,0,Mastomys_natalensis,GIN,Faranah,Yarawalia,,,9.95445,-10.7318833,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
160,,,,KT833193,KT833193|Kho10|GIN|Guinea|2013-11-24,0,Mastomys_natalensis,GIN,Faranah,Khoria,,,9.9422667,-10.8930333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
161,,,,KT833194,KT833194|Kho29|GIN|Guinea|2013-11-26,0,Mastomys_natalensis,GIN,Faranah,Khoria,,,9.9422667,-10.8930333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
162,,,,KT833195,KT833195|Kho30|GIN|Guinea|2013-11-26,0,Mastomys_natalensis,GIN,Faranah,Khoria,,,9.9422667,-10.8930333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
163,,,,KT833196,KT833196|Dal02|GIN|Guinea|2013-11-28,0,Mastomys_natalensis,GIN,Faranah,Dalafilani,,,10.1431667,-10.60505,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
164,,,,KT833197,KT833197|Dal04|GIN|Guinea|2013-11-28,0,Mastomys_natalensis,GIN,Faranah,Dalafilani,,,10.1431667,-10.60505,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
165,,,,KT833198,KT833198|Dal11|GIN|Guinea|2013-11-28,0,Mastomys_natalensis,GIN,Faranah,Dalafilani,,,10.1431667,-10.60505,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
166,,,,KT833199,KT833199|Dal17|GIN|Guinea|2013-11-29,0,Mastomys_natalensis,GIN,Faranah,Dalafilani,,,10.1431667,-10.60505,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
167,,,,KT833200,KT833200|Dal25|GIN|Guinea|2013-11-29,0,Mastomys_natalensis,GIN,Faranah,Dalafilani,,,10.1431667,-10.60505,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
168,,,,KT833201,KT833201|Dal29|GIN|Guinea|2013-11-30,0,Mastomys_natalensis,GIN,Faranah,Dalafilani,,,10.1431667,-10.60505,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
169,,,,KT833202,KT833202|Dal31|GIN|Guinea|2013-11-30,0,Mastomys_natalensis,GIN,Faranah,Dalafilani,,,10.1431667,-10.60505,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
170,,,,KT833203,KT833203|Saf01|GIN|Guinea|2013-12-3,0,Mastomys_natalensis,GIN,Faranah,Safrani,,,10.0578167,-10.7383667,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
171,,,,KT833204,KT833204|Sil03|GIN|Guinea|2013-12-6,0,Mastomys_natalensis,GIN,Faranah,Silimi,,,9.9768167,-0.81955,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
172,,,,KT833205,KT833205|Bri08|GIN|Guinea|2013-12-14,0,Mastomys_natalensis,GIN,Faranah,Brissa,,,10.2168333,-10.6887667,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
173,,,,KT833206,KT833206|Bri39|GIN|Guinea|2013-12-16,0,Mastomys_natalensis,GIN,Faranah,Brissa,,,10.2168333,-10.6887667,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
174,,,,KT833207,KT833207|Dam71|GIN|Guinea|2014-3-26,0,Mastomys_natalensis,GIN,Faranah,Damania,,,9.806833,-10.863267,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
175,,,,KT833208,KT833208|Dam72|GIN|Guinea|2014-3-26,0,Mastomys_natalensis,GIN,Faranah,Damania,,,9.806833,-10.863267,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
176,,,,KT833209,KT833209|Dam90|GIN|Guinea|2014-3-27,0,Mastomys_natalensis,GIN,Faranah,Damania,,,9.806833,-10.863267,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
177,,,,KT833210,KT833210|Dam95|GIN|Guinea|2014-3-27,0,Mastomys_natalensis,GIN,Faranah,Damania,,,9.806833,-10.863267,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
178,,,,KT833211,KT833211|Sok40|GIN|Guinea|2014-4-3,0,Mastomys_natalensis,GIN,Faranah,Sokourala,,,10.0567833,-10.6658333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
179,,,,KT833212,KT833212|Sok44|GIN|Guinea|2014-4-3,0,Mastomys_natalensis,GIN,Faranah,Sokourala,,,10.0567833,-10.6658333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
180,,,,KT833213,KT833213|Sok51|GIN|Guinea|2014-4-3,0,Mastomys_natalensis,GIN,Faranah,Sokourala,,,10.0567833,-10.6658333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
181,,,,KT833214,KT833214|Sok61|GIN|Guinea|2014-4-4,0,Mastomys_natalensis,GIN,Faranah,Sokourala,,,10.0567833,-10.6658333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
182,,,,KT833215,KT833215|Sok62|GIN|Guinea|2014-4-4,0,Mastomys_natalensis,GIN,Faranah,Sokourala,,,10.0567833,-10.6658333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
183,,,,KT833216,KT833216|Sok75|GIN|Guinea|2014-4-5,0,Mastomys_natalensis,GIN,Faranah,Sokourala,,,10.0567833,-10.6658333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
184,,,,KT833217,KT833217|Sok76|GIN|Guinea|2014-4-5,0,Mastomys_natalensis,GIN,Faranah,Sokourala,,,10.0567833,-10.6658333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
185,,,,KT833218,KT833218|Sok77|GIN|Guinea|2014-4-5,0,Mastomys_natalensis,GIN,Faranah,Sokourala,,,10.0567833,-10.6658333,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
186,,,,KT833219,KT833219|Son85|GIN|Guinea|2014-4-8,0,Mastomys_natalensis,GIN,Faranah,Sonkonia,,,9.912717,-10.798133,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
187,,,,KT833220,KT833220|Son109|GIN|Guinea|2014-4-9,0,Mastomys_natalensis,GIN,Faranah,Sonkonia,,,9.912717,-10.798133,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
188,,,,KT833221,KT833221|Yar51|GIN|Guinea|2014-4-13,0,Mastomys_natalensis,GIN,Faranah,Yarawalia,,,9.95445,-10.7318833,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
189,,,,KT833222,KT833222|Dal53|GIN|Guinea|2014-4-19,0,Mastomys_natalensis,GIN,Faranah,Dalafilani,,,10.1431667,-10.60505,NO,city_Fichet_Calvet_et_al,10.1038/srep21977,Fichet-Calvet et al. 2016. Sci. Rep.,,,0,0,,
190,,KT992426,KT992426|Mad39|Mouse|Guinea|2014-05-08,KT992416,KT992416|Mad39|Mouse|Guinea|2014-05-08,1_iso,Mastomys_erythroleucus,GIN,Kindia,MadinaOula,9.87,-12.43,9.87,-12.43,,city_Olayemi_et_al,10.1038/srep25280,Olayemi et al. 2016. Sci. Rep.,,,0,0,,
191,,KT992427,KT992427|Mad41|Mouse|Guinea|2014-05-08,KT992417,KT992417|Mad41|Mouse|Guinea|2014-05-08,1_iso,Mastomys_erythroleucus,GIN,Kindia,MadinaOula,9.87,-12.43,9.87,-12.43,,city_Olayemi_et_al,10.1038/srep25280,Olayemi et al. 2016. Sci. Rep.,,,0,0,,
192,,KT992428,KT992428|Mad62|Mouse|Guinea|2014-05-09,KT992418,KT992418|Mad62|Mouse|Guinea|2014-05-09,1_iso,Mastomys_erythroleucus,GIN,Kindia,MadinaOula,9.87,-12.43,9.87,-12.43,,city_Olayemi_et_al,10.1038/srep25280,Olayemi et al. 2016. Sci. Rep.,,,0,0,,
193,,KT992429,KT992429|Mad63|Mouse|Guinea|2014-05-09,KT992419,KT992419|Mad63|Mouse|Guinea|2014-05-09,1_iso,Mastomys_erythroleucus,GIN,Kindia,MadinaOula,9.87,-12.43,9.87,-12.43,,city_Olayemi_et_al,10.1038/srep25280,Olayemi et al. 2016. Sci. Rep.,,,0,0,,
